SEQN,RIAGENDR,RIDAGEYR,RIDRETH1,RIDEXPRG,SIALANG
66759,2,57,4,,1
66760,2,32,4,3,1
66761,1,2,2,,2
66762,1,16,4,,1
66763,2,80,3,,1
66764,1,2,1,,1
66765,1,80,3,,1
66766,1,39,3,,1
66767,2,1,1,,1
66768,2,7,4,,1
66769,2,24,4,2,1
66770,2,22,3,2,1
66771,2,31,2,2,1
66772,1,0,3,,1
66773,1,24,4,,1
66774,2,17,1,,1
66775,1,7,1,,2
66776,2,2,4,,1
66777,1,39,2,,2
66778,1,11,4,,1
66779,1,14,5,,1
66780,1,0,1,,2
66781,1,68,2,,1
66782,2,19,4,,1
66783,2,0,3,,1
66784,1,9,4,,1
66785,2,60,5,,1
66786,1,13,5,,1
66787,2,8,2,,2
66788,1,31,2,,1
66789,2,38,3,2,1
66790,1,4,4,,1
66791,2,21,4,2,1
66792,2,4,2,,1
66793,1,50,4,,1
66794,1,10,5,,1
66795,1,23,3,,1
66796,1,70,3,,1
66797,2,30,4,1,1
66798,2,56,2,,1
66799,1,6,4,,1
66800,1,11,1,,1
66801,1,7,3,,1
66802,2,43,3,2,1
66803,2,22,3,1,1
66804,1,74,4,,1
66805,2,2,4,,1
66806,2,29,5,3,1
66807,1,29,5,,1
66808,1,63,4,,1
66809,1,68,2,,2
66810,1,14,4,,1
66811,1,29,5,,1
66812,1,15,4,,1
66813,1,9,4,,1
66814,1,34,4,,1
66815,1,4,3,,1
66816,1,0,1,,1
66817,2,72,3,,1
66818,2,8,3,,1
66819,1,20,3,,1
66820,2,11,4,,1
66821,2,30,2,2,2
66822,1,19,5,,1
66823,2,5,5,,1
66824,2,14,2,,1
66825,1,8,2,,1
66826,2,61,4,,1
66827,1,11,5,,1
66828,1,25,3,,1
66829,1,8,5,,1
66830,2,12,5,,1
66831,1,0,1,,1
66832,1,75,4,,1
66833,2,39,2,2,2
66834,1,31,4,,1
66835,2,56,4,,1
66836,1,22,3,,1
66837,1,24,4,,1
66838,2,65,3,,1
66839,2,25,5,2,1
66840,2,10,3,,1
66841,1,3,5,,1
66842,2,0,4,,1
66843,1,5,5,,1
66844,1,18,4,,1
66845,1,1,3,,1
66846,1,2,4,,1
66847,1,31,5,,1
66848,2,52,3,,1
66849,1,0,5,,1
66850,2,71,1,,1
66851,2,46,3,,1
66852,1,4,4,,1
66853,1,2,2,,1
66854,2,34,4,2,1
66855,1,20,4,,1
66856,2,2,1,,2
66857,2,15,5,,1
66858,2,6,4,,1
66859,1,2,4,,1
66860,1,21,1,,1
66861,1,21,4,,1
66862,1,10,4,,1
66863,1,77,3,,1
66864,1,16,4,,1
66865,2,15,1,,1
66866,1,5,4,,1
66867,1,18,1,,1
66868,1,8,5,,1
66869,2,54,4,,1
66870,2,12,1,,1
66871,1,26,3,,1
66872,1,37,5,,1
66873,2,54,3,,1
66874,2,31,3,2,1
66875,2,69,5,,1
66876,2,62,3,,1
66877,2,80,3,,1
66878,2,15,1,,1
66879,2,42,3,2,1
66880,1,24,4,,1
66881,2,40,5,2,1
66882,2,22,1,2,1
66883,1,35,3,,1
66884,2,35,3,2,1
66885,1,76,4,,1
66886,1,5,2,,1
66887,2,6,4,,1
66888,2,1,4,,1
66889,1,59,3,,1
66890,1,14,1,,2
66891,2,15,3,,1
66892,2,1,3,,1
66893,1,60,3,,1
66894,2,1,5,,1
66895,1,10,2,,1
66896,1,64,4,,1
66897,2,28,4,1,1
66898,2,45,4,,1
66899,2,11,1,,2
66900,2,10,4,,1
66901,2,68,4,,1
66902,2,32,4,1,1
66903,2,39,3,2,1
66904,1,27,4,,1
66905,2,25,5,2,1
66906,2,11,4,,1
66907,2,37,5,2,1
66908,1,52,4,,1
66909,2,27,3,2,1
66910,2,8,1,,1
66911,1,40,3,,1
66912,2,14,5,,1
66913,1,9,2,,1
66914,2,51,5,,1
66915,1,51,3,,1
66916,1,1,4,,1
66917,1,7,1,,1
66918,1,72,3,,1
66919,2,13,1,,1
66920,1,77,4,,1
66921,2,34,4,2,1
66922,2,12,4,,1
66923,2,47,5,,1
66924,1,36,2,,1
66925,2,23,3,2,1
66926,1,51,3,,1
66927,1,20,2,,1
66928,2,64,5,,1
66929,2,63,4,,1
66930,1,41,1,,2
66931,1,16,3,,1
66932,1,60,4,,1
66933,1,34,5,,1
66934,2,12,5,,1
66935,1,1,5,,1
66936,1,28,5,,1
66937,1,37,3,,1
66938,2,62,5,,1
66939,2,15,2,,2
66940,2,14,1,,2
66941,1,25,1,,1
66942,2,43,3,2,1
66943,2,46,3,,1
66944,1,72,3,,1
66945,2,57,1,,2
66946,1,32,5,,1
66947,1,51,1,,1
66948,1,14,5,,1
66949,2,54,5,,1
66950,2,48,3,,1
66951,2,8,1,,2
66952,2,4,3,,1
66953,1,10,1,,1
66954,2,27,3,2,1
66955,1,38,1,,1
66956,2,21,3,2,1
66957,1,62,3,,1
66958,1,52,3,,2
66959,2,43,1,2,2
66960,1,1,5,,1
66961,1,36,5,,1
66962,1,1,4,,1
66963,2,70,3,,1
66964,2,27,3,2,1
66965,1,2,3,,1
66966,2,14,1,,1
66967,1,33,2,,2
66968,2,11,1,,1
66969,1,10,1,,1
66970,1,18,1,,1
66971,2,8,5,,1
66972,1,1,4,,1
66973,2,49,3,,1
66974,1,72,4,,1
66975,1,17,2,,1
66976,1,24,2,,1
66977,2,10,4,,1
66978,1,7,5,,1
66979,2,16,5,,1
66980,1,7,5,,1
66981,1,42,3,,1
66982,2,73,3,,1
66983,2,9,4,,1
66984,1,75,3,,1
66985,2,77,2,,1
66986,1,9,5,,1
66987,1,0,5,,1
66988,2,40,4,2,1
66989,2,1,1,,1
66990,2,22,4,2,1
66991,1,24,5,,1
66992,1,7,3,,1
66993,2,38,2,2,2
66994,1,52,2,,1
66995,2,37,3,2,1
66996,1,22,4,,1
66997,2,15,4,,1
66998,2,5,4,,1
66999,2,15,4,,1
67000,1,49,4,,1
67001,1,76,3,,1
67002,1,39,4,,1
67003,1,68,3,,1
67004,2,4,1,,1
67005,1,19,4,,1
67006,2,2,4,,1
67007,2,40,5,2,1
67008,2,17,4,,1
67009,2,33,3,2,1
67010,2,3,2,,2
67011,2,67,4,,1
67012,2,34,5,2,1
67013,1,11,4,,1
67014,2,48,4,,1
67015,2,22,4,2,1
67016,2,11,3,,1
67017,1,11,3,,1
67018,1,5,2,,1
67019,1,6,5,,1
67020,1,78,3,,1
67021,1,50,4,,1
67022,1,80,3,,1
67023,1,62,4,,1
67024,2,12,3,,1
67025,2,78,2,,2
67026,1,40,2,,1
67027,2,15,1,,2
67028,2,6,1,,1
67029,2,2,5,,1
67030,1,6,4,,1
67031,2,18,4,,1
67032,2,32,5,2,1
67033,1,3,4,,1
67034,2,37,1,2,1
67035,2,3,1,,2
67036,2,16,2,,2
67037,2,66,2,,2
67038,1,11,3,,1
67039,2,31,3,2,1
67040,2,19,1,,2
67041,2,36,4,2,1
67042,2,9,5,,1
67043,1,21,4,,1
67044,2,19,5,,1
67045,2,1,3,,1
67046,1,66,4,,1
67047,2,54,2,,1
67048,2,12,5,,1
67049,2,78,4,,1
67050,2,8,1,,2
67051,2,37,5,2,1
67052,1,56,3,,1
67053,1,67,2,,2
67054,2,8,1,,1
67055,2,71,3,,1
67056,1,54,5,,1
67057,1,0,4,,1
67058,1,42,4,,1
67059,2,29,3,2,1
67060,2,16,4,,1
67061,2,36,4,1,1
67062,2,1,3,,1
67063,1,15,3,,1
67064,1,31,3,,1
67065,1,36,4,,1
67066,1,65,3,,1
67067,1,23,2,,2
67068,1,32,4,,1
67069,1,19,3,,1
67070,2,64,4,,1
67071,2,16,3,,1
67072,1,11,2,,1
67073,1,24,3,,1
67074,2,37,2,2,2
67075,2,14,3,,1
67076,2,10,3,,1
67077,2,4,5,,1
67078,2,75,3,,1
67079,1,53,4,,1
67080,2,11,3,,1
67081,2,50,1,,2
67082,1,18,1,,1
67083,1,26,3,,1
67084,2,5,3,,1
67085,2,80,3,,1
67086,1,8,1,,2
67087,2,27,4,2,1
67088,2,80,3,,1
67089,2,29,4,2,1
67090,2,0,2,,2
67091,2,12,2,,2
67092,1,76,3,,1
67093,1,10,1,,1
67094,1,60,4,,1
67095,1,50,3,,1
67096,1,11,1,,1
67097,2,7,1,,1
67098,2,62,4,,1
67099,1,7,2,,2
67100,2,29,4,2,1
67101,2,8,1,,2
67102,2,13,3,,1
67103,2,3,2,,2
67104,1,8,4,,1
67105,2,43,1,2,1
67106,1,21,2,,1
67107,1,77,4,,1
67108,1,6,1,,2
67109,2,29,1,2,1
67110,2,7,4,,1
67111,1,11,1,,2
67112,2,64,1,,1
67113,2,55,3,,1
67114,1,6,5,,1
67115,1,59,2,,1
67116,2,31,1,2,1
67117,2,25,3,2,1
67118,2,33,3,2,1
67119,2,46,3,,1
67120,2,30,5,3,1
67121,1,39,5,,1
67122,1,17,4,,1
67123,2,33,4,2,1
67124,2,8,3,,1
67125,1,2,2,,1
67126,2,22,5,2,1
67127,1,18,4,,1
67128,2,47,4,,1
67129,2,24,4,2,1
67130,2,10,2,,1
67131,1,8,3,,1
67132,2,32,4,1,1
67133,1,33,1,,1
67134,1,29,2,,1
67135,2,58,4,,1
67136,2,11,5,,1
67137,1,67,2,,2
67138,2,8,2,,1
67139,2,0,1,,1
67140,2,12,5,,1
67141,2,72,3,,1
67142,1,2,4,,1
67143,1,33,2,,2
67144,1,54,5,,1
67145,2,0,4,,1
67146,2,7,3,,1
67147,1,1,4,,1
67148,2,68,2,,2
67149,2,65,4,,1
67150,1,0,4,,1
67151,1,5,4,,1
67152,2,10,1,,2
67153,2,23,4,2,1
67154,1,4,5,,1
67155,2,2,5,,1
67156,2,10,2,,1
67157,2,18,5,,1
67158,1,14,2,,2
67159,1,80,5,,1
67160,2,15,4,,1
67161,2,80,3,,1
67162,1,4,5,,1
67163,1,4,1,,2
67164,2,13,5,,1
67165,2,46,3,,1
67166,2,9,2,,2
67167,1,8,2,,1
67168,2,11,3,,1
67169,1,30,4,,1
67170,1,13,2,,1
67171,2,51,4,,1
67172,1,5,1,,1
67173,2,21,5,3,1
67174,2,25,3,1,1
67175,1,49,3,,1
67176,1,17,4,,1
67177,2,74,3,,1
67178,1,4,1,,2
67179,2,20,4,3,1
67180,2,78,4,,1
67181,1,40,3,,1
67182,2,44,4,2,1
67183,2,52,4,,1
67184,1,42,1,,1
67185,2,51,5,,1
67186,1,6,2,,1
67187,2,15,1,,1
67188,2,13,4,,1
67189,2,70,5,,1
67190,2,36,3,2,1
67191,2,33,3,2,1
67192,2,55,3,,1
67193,1,37,4,,1
67194,1,51,4,,1
67195,1,49,3,,1
67196,2,5,1,,1
67197,2,73,3,,1
67198,1,50,3,,1
67199,1,41,5,,1
67200,1,30,3,,1
67201,1,40,4,,1
67202,1,11,5,,1
67203,1,33,4,,1
67204,1,22,4,,1
67205,1,5,5,,1
67206,1,8,5,,1
67207,2,10,4,,1
67208,1,67,4,,1
67209,2,80,3,,1
67210,2,63,4,,1
67211,1,3,4,,1
67212,2,67,3,,1
67213,1,4,4,,1
67214,1,39,3,,1
67215,1,20,1,,1
67216,2,0,1,,1
67217,1,41,1,,2
67218,1,0,3,,1
67219,2,32,3,2,1
67220,1,33,3,,1
67221,1,22,4,,1
67222,2,80,3,,1
67223,1,40,5,,1
67224,1,2,4,,1
67225,1,80,3,,1
67226,2,43,4,2,1
67227,2,17,4,,1
67228,1,41,5,,1
67229,1,65,3,,1
67230,1,59,4,,1
67231,1,18,4,,1
67232,2,48,3,,1
67233,2,7,4,,1
67234,1,12,1,,1
67235,1,6,4,,1
67236,2,48,1,,2
67237,2,51,1,,2
67238,2,15,5,,1
67239,2,50,2,,2
67240,2,5,1,,1
67241,1,80,3,,1
67242,1,2,4,,1
67243,2,68,4,,1
67244,2,13,3,,1
67245,1,27,5,,1
67246,1,15,3,,1
67247,1,8,5,,1
67248,2,14,1,,2
67249,2,58,5,,1
67250,2,43,5,2,1
67251,2,7,4,,1
67252,2,24,5,2,1
67253,2,10,3,,1
67254,1,8,1,,2
67255,2,38,3,2,1
67256,1,10,1,,2
67257,2,9,5,,1
67258,2,73,3,,1
67259,1,45,3,,1
67260,1,3,3,,1
67261,1,57,3,,1
67262,2,68,4,,1
67263,2,3,1,,2
67264,2,77,3,,1
67265,2,0,4,,1
67266,1,36,1,,2
67267,1,10,4,,1
67268,2,18,3,,1
67269,1,59,4,,1
67270,2,42,3,2,1
67271,2,4,4,,1
67272,2,11,3,,1
67273,1,44,1,,2
67274,2,46,5,,1
67275,1,77,3,,1
67276,2,60,2,,2
67277,2,4,5,,1
67278,1,2,2,,1
67279,2,32,4,2,1
67280,1,27,1,,1
67281,2,42,1,2,2
67282,2,8,1,,2
67283,2,56,5,,1
67284,2,12,5,,1
67285,2,70,2,,1
67286,2,6,4,,1
67287,2,10,5,,1
67288,1,24,5,,1
67289,1,5,5,,1
67290,1,25,3,,1
67291,2,74,3,,1
67292,1,8,4,,1
67293,1,53,3,,1
67294,2,44,2,3,1
67295,2,4,5,,1
67296,2,15,4,,1
67297,1,29,3,,1
67298,2,24,4,2,1
67299,2,7,2,,1
67300,1,72,3,,1
67301,2,18,3,,1
67302,2,3,4,,1
67303,1,8,3,,1
67304,2,12,2,,2
67305,2,20,4,2,1
67306,1,51,4,,1
67307,1,20,4,,1
67308,1,21,5,,1
67309,1,72,2,,2
67310,1,46,2,,1
67311,2,27,1,2,1
67312,1,45,3,,1
67313,1,11,1,,1
67314,1,62,3,,1
67315,2,51,4,,1
67316,2,48,1,,1
67317,1,0,4,,1
67318,1,26,4,,1
67319,1,6,4,,1
67320,1,19,2,,2
67321,1,53,3,,1
67322,1,20,4,,1
67323,2,10,1,,2
67324,1,7,5,,1
67325,2,15,1,,2
67326,2,47,4,,1
67327,1,75,3,,1
67328,2,6,5,,1
67329,2,61,4,,1
67330,1,46,3,,1
67331,2,15,4,,1
67332,2,45,5,,1
67333,1,42,4,,1
67334,2,32,1,3,2
67335,2,30,3,2,1
67336,2,7,5,,1
67337,2,73,3,,1
67338,1,24,4,,1
67339,1,70,3,,1
67340,2,58,4,,1
67341,1,74,1,,2
67342,2,48,5,,1
67343,1,58,4,,1
67344,1,60,2,,2
67345,2,2,4,,1
67346,1,80,3,,1
67347,1,80,3,,1
67348,1,16,5,,1
67349,1,42,4,,1
67350,1,2,4,,1
67351,1,10,5,,1
67352,2,40,3,2,1
67353,1,61,5,,1
67354,2,18,5,,1
67355,2,22,1,2,1
67356,2,49,3,,1
67357,1,23,3,,1
67358,1,7,4,,1
67359,1,74,3,,1
67360,1,10,1,,2
67361,1,59,3,,1
67362,2,47,5,,1
67363,1,61,2,,2
67364,2,19,3,,1
67365,2,58,4,,1
67366,2,5,3,,1
67367,2,32,1,2,2
67368,2,23,2,2,2
67369,2,3,4,,1
67370,1,41,5,,1
67371,1,13,4,,1
67372,2,0,1,,1
67373,2,64,2,,2
67374,1,10,5,,1
67375,2,45,4,,1
67376,2,57,3,,1
67377,1,0,3,,1
67378,1,9,2,,2
67379,2,12,2,,1
67380,2,58,4,,1
67381,1,50,3,,1
67382,2,18,4,,1
67383,2,13,4,,1
67384,1,19,3,,1
67385,1,47,5,,1
67386,2,46,2,,2
67387,1,74,4,,1
67388,1,35,1,,1
67389,1,62,2,,2
67390,2,56,3,,1
67391,2,30,3,1,1
67392,1,41,2,,2
67393,2,29,2,2,1
67394,2,8,5,,1
67395,2,55,4,,1
67396,1,4,1,,2
67397,1,20,4,,1
67398,2,2,4,,1
67399,2,55,5,,1
67400,1,61,5,,1
67401,1,5,1,,1
67402,2,59,4,,1
67403,1,15,1,,2
67404,2,63,5,,1
67405,1,5,1,,2
67406,1,48,1,,2
67407,1,64,3,,1
67408,2,52,5,,1
67409,2,45,3,,1
67410,2,18,1,,2
67411,1,43,2,,2
67412,1,77,3,,1
67413,1,80,3,,1
67414,2,77,4,,1
67415,1,5,4,,1
67416,1,4,4,,1
67417,2,58,5,,1
67418,2,80,3,,1
67419,1,4,4,,1
67420,1,22,2,,1
67421,2,6,1,,1
67422,1,19,3,,1
67423,2,3,3,,1
67424,2,32,4,2,1
67425,1,37,1,,2
67426,2,24,3,3,1
67427,1,24,5,,1
67428,1,72,3,,1
67429,2,65,2,,2
67430,1,8,5,,1
67431,1,61,5,,1
67432,2,10,4,,1
67433,1,65,1,,2
67434,1,56,3,,1
67435,1,80,5,,1
67436,2,23,4,2,1
67437,2,0,3,,1
67438,1,61,4,,1
67439,2,36,5,2,1
67440,2,61,4,,1
67441,1,80,3,,1
67442,2,39,4,2,1
67443,1,4,1,,2
67444,1,3,5,,1
67445,2,38,1,2,1
67446,1,30,3,,1
67447,2,57,3,,1
67448,1,4,4,,1
67449,2,48,3,,1
67450,1,55,3,,1
67451,2,18,1,,2
67452,2,60,3,,1
67453,1,0,3,,1
67454,2,76,3,,1
67455,1,70,3,,1
67456,1,7,4,,1
67457,1,49,3,,1
67458,1,9,5,,1
67459,2,24,4,2,1
67460,2,80,3,,1
67461,2,0,3,,1
67462,2,38,1,2,1
67463,1,28,3,,1
67464,1,10,3,,1
67465,2,58,4,,1
67466,1,55,2,,2
67467,1,80,3,,1
67468,2,17,5,,1
67469,1,23,5,,1
67470,2,37,5,2,1
67471,2,45,3,,1
67472,1,2,3,,1
67473,2,79,2,,1
67474,1,38,4,,1
67475,1,52,4,,1
67476,1,6,3,,1
67477,2,57,4,,1
67478,1,2,3,,1
67479,2,5,4,,1
67480,2,62,4,,1
67481,2,69,2,,1
67482,2,14,2,,2
67483,2,64,2,,2
67484,2,23,4,2,1
67485,1,1,3,,1
67486,2,41,1,2,1
67487,2,75,4,,1
67488,1,29,5,,1
67489,2,80,4,,1
67490,1,34,2,,2
67491,1,2,1,,2
67492,2,32,3,2,1
67493,1,76,4,,1
67494,1,34,3,,1
67495,1,11,2,,2
67496,1,2,1,,2
67497,2,6,5,,1
67498,2,16,4,,1
67499,1,73,2,,1
67500,2,9,5,,1
67501,2,62,5,,1
67502,1,56,5,,1
67503,2,45,3,,1
67504,2,37,3,1,1
67505,2,61,3,,1
67506,2,6,3,,1
67507,1,28,4,,1
67508,1,18,5,,1
67509,1,79,3,,1
67510,1,4,4,,1
67511,2,21,2,3,1
67512,1,3,4,,1
67513,1,53,4,,1
67514,1,6,1,,1
67515,2,56,4,,1
67516,2,47,4,,1
67517,2,36,3,2,1
67518,2,5,1,,2
67519,1,63,4,,1
67520,1,79,3,,1
67521,2,76,3,,1
67522,2,26,2,2,1
67523,1,54,3,,1
67524,1,6,2,,1
67525,1,67,5,,1
67526,1,33,1,,2
67527,2,29,4,2,1
67528,1,2,3,,1
67529,2,11,3,,1
67530,1,52,1,,2
67531,2,1,4,,1
67532,2,71,3,,1
67533,1,0,1,,1
67534,2,56,3,,1
67535,2,63,4,,1
67536,2,14,3,,1
67537,1,33,5,,1
67538,1,25,4,,1
67539,2,27,3,2,1
67540,2,12,1,,2
67541,1,11,5,,1
67542,2,30,5,2,1
67543,2,16,2,,2
67544,2,55,4,,1
67545,2,22,3,2,1
67546,2,30,2,2,2
67547,1,8,3,,1
67548,2,68,4,,1
67549,1,25,1,,1
67550,2,13,4,,1
67551,2,28,4,2,1
67552,2,16,3,,1
67553,2,9,4,,1
67554,2,61,4,,1
67555,2,56,3,,1
67556,1,14,4,,1
67557,2,15,4,,1
67558,2,0,4,,1
67559,1,9,3,,1
67560,1,68,5,,1
67561,2,12,4,,1
67562,1,2,4,,1
67563,2,80,3,,1
67564,2,43,1,2,1
67565,1,10,3,,1
67566,2,80,3,,1
67567,1,69,4,,1
67568,2,7,3,,1
67569,1,7,3,,1
67570,2,6,2,,1
67571,2,35,4,2,1
67572,2,1,3,,1
67573,2,80,1,,2
67574,2,12,4,,1
67575,2,6,1,,2
67576,2,8,1,,1
67577,2,60,3,,1
67578,2,10,3,,1
67579,1,10,1,,2
67580,2,67,3,,1
67581,2,19,2,,1
67582,2,29,4,2,1
67583,1,6,1,,2
67584,1,38,4,,1
67585,2,55,4,,1
67586,2,54,4,,1
67587,2,80,3,,1
67588,1,4,4,,1
67589,1,79,4,,1
67590,1,31,2,,1
67591,1,40,5,,1
67592,1,47,4,,1
67593,1,4,4,,1
67594,1,43,3,,1
67595,1,49,3,,1
67596,1,63,5,,1
67597,2,41,4,2,1
67598,2,80,2,,2
67599,2,4,4,,1
67600,2,15,3,,1
67601,2,8,5,,1
67602,1,43,1,,1
67603,2,62,5,,1
67604,2,24,5,2,1
67605,2,19,1,,2
67606,1,48,4,,1
67607,2,63,5,,1
67608,1,4,5,,1
67609,2,6,4,,1
67610,1,2,4,,1
67611,2,14,3,,1
67612,1,6,1,,1
67613,2,21,5,2,1
67614,1,53,1,,2
67615,2,17,5,,1
67616,1,63,3,,1
67617,2,13,2,,2
67618,2,80,3,,1
67619,1,53,3,,1
67620,1,54,4,,1
67621,2,27,3,2,1
67622,2,29,4,2,1
67623,1,8,3,,1
67624,1,30,3,,1
67625,2,80,3,,1
67626,1,1,2,,1
67627,1,25,4,,1
67628,2,22,3,2,1
67629,2,70,5,,1
67630,1,12,3,,1
67631,1,36,4,,1
67632,2,51,1,,2
67633,2,9,4,,1
67634,2,8,4,,1
67635,1,65,1,,2
67636,1,7,5,,1
67637,2,9,4,,1
67638,2,19,4,,1
67639,1,0,4,,1
67640,1,58,1,,1
67641,1,5,1,,2
67642,2,24,1,2,1
67643,1,76,3,,1
67644,1,56,4,,1
67645,1,15,4,,1
67646,1,48,5,,1
67647,2,70,4,,1
67648,2,2,5,,1
67649,2,41,5,2,1
67650,2,11,3,,1
67651,2,26,4,2,1
67652,1,46,3,,1
67653,2,39,3,2,1
67654,2,16,1,,2
67655,2,8,4,,1
67656,1,53,4,,1
67657,1,1,3,,1
67658,1,77,3,,1
67659,2,15,5,,1
67660,1,16,5,,1
67661,1,80,3,,1
67662,2,11,5,,1
67663,1,3,4,,1
67664,1,11,1,,1
67665,2,33,3,2,1
67666,2,64,4,,1
67667,1,35,3,,1
67668,2,70,3,,1
67669,2,2,5,,1
67670,2,52,4,,1
67671,2,5,3,,1
67672,1,12,3,,1
67673,2,13,4,,1
67674,2,0,4,,1
67675,1,66,1,,1
67676,1,6,4,,1
67677,1,36,3,,1
67678,2,6,3,,1
67679,1,9,1,,2
67680,2,10,3,,1
67681,2,33,4,2,1
67682,2,13,1,,2
67683,2,56,3,,1
67684,1,8,2,,2
67685,1,9,5,,1
67686,1,12,1,,2
67687,2,8,5,,1
67688,2,0,5,,1
67689,2,18,1,,1
67690,2,40,4,2,1
67691,1,18,3,,1
67692,2,12,2,,1
67693,2,2,2,,1
67694,1,62,4,,1
67695,2,55,2,,2
67696,2,67,5,,1
67697,2,3,5,,1
67698,2,63,3,,1
67699,1,32,4,,1
67700,1,69,5,,1
67701,1,54,2,,1
67702,1,8,2,,2
67703,1,72,1,,1
67704,2,10,4,,1
67705,1,78,3,,1
67706,1,7,5,,1
67707,1,46,3,,1
67708,1,49,3,,1
67709,1,60,2,,2
67710,1,50,2,,2
67711,1,17,4,,1
67712,1,15,4,,1
67713,1,62,3,,1
67714,1,75,3,,1
67715,2,3,5,,1
67716,1,60,1,,1
67717,1,66,4,,1
67718,2,49,3,,1
67719,1,35,4,,1
67720,1,64,4,,1
67721,2,80,3,,1
67722,1,20,3,,1
67723,2,19,2,,1
67724,1,1,4,,1
67725,2,68,2,,2
67726,2,50,2,,1
67727,2,32,3,2,1
67728,1,66,3,,1
67729,2,2,2,,1
67730,1,14,3,,1
67731,1,0,3,,1
67732,1,62,4,,1
67733,2,18,2,,2
67734,2,19,4,,1
67735,1,16,5,,1
67736,2,5,1,,2
67737,2,25,5,2,1
67738,1,6,2,,1
67739,2,17,5,,1
67740,1,52,1,,2
67741,2,28,3,1,1
67742,1,5,1,,2
67743,1,51,4,,1
67744,1,11,1,,2
67745,2,72,3,,1
67746,1,10,3,,1
67747,2,2,1,,1
67748,2,4,3,,1
67749,1,1,5,,1
67750,2,2,4,,1
67751,2,20,3,2,1
67752,1,14,5,,1
67753,2,6,1,,2
67754,2,36,5,2,1
67755,1,11,3,,1
67756,1,28,4,,1
67757,1,0,1,,2
67758,2,7,4,,1
67759,1,4,1,,1
67760,1,17,5,,1
67761,1,20,4,,1
67762,1,53,4,,1
67763,2,37,3,1,1
67764,1,76,2,,2
67765,1,2,2,,1
67766,2,62,3,,1
67767,2,56,3,,1
67768,2,14,3,,1
67769,2,54,1,,1
67770,2,0,4,,1
67771,1,13,4,,1
67772,2,73,3,,1
67773,2,60,5,,1
67774,1,34,3,,1
67775,2,29,3,2,1
67776,1,54,1,,1
67777,1,2,4,,1
67778,1,31,3,,1
67779,2,56,3,,1
67780,2,7,1,,1
67781,2,41,2,2,2
67782,1,44,4,,1
67783,2,13,5,,1
67784,2,18,1,,1
67785,2,38,3,2,1
67786,1,45,3,,1
67787,1,44,4,,1
67788,1,62,1,,2
67789,2,20,4,1,1
67790,1,14,4,,1
67791,2,80,3,,1
67792,1,10,5,,1
67793,1,39,1,,2
67794,1,51,2,,2
67795,1,41,5,,1
67796,2,1,4,,1
67797,1,45,2,,2
67798,1,51,2,,1
67799,2,38,3,2,1
67800,1,0,2,,1
67801,2,11,3,,1
67802,1,4,5,,1
67803,1,6,5,,1
67804,2,4,5,,1
67805,1,6,4,,1
67806,2,16,2,,1
67807,2,3,3,,1
67808,2,80,3,,1
67809,1,13,1,,2
67810,1,0,2,,1
67811,1,2,4,,1
67812,1,66,2,,2
67813,1,67,4,,1
67814,2,19,4,,1
67815,2,0,3,,1
67816,1,14,4,,1
67817,1,55,3,,1
67818,2,21,4,2,1
67819,2,79,5,,1
67820,2,47,4,,1
67821,1,7,4,,1
67822,2,80,3,,1
67823,2,15,3,,1
67824,1,40,5,,1
67825,2,11,4,,1
67826,1,51,3,,1
67827,1,53,4,,1
67828,1,67,4,,1
67829,1,19,3,,1
67830,1,0,2,,1
67831,2,0,3,,1
67832,2,71,4,,1
67833,1,80,3,,1
67834,2,33,3,2,1
67835,2,9,4,,1
67836,1,24,3,,1
67837,1,8,3,,1
67838,1,52,4,,1
67839,1,61,5,,1
67840,1,28,3,,1
67841,1,58,5,,1
67842,2,63,4,,1
67843,1,3,3,,1
67844,1,23,3,,1
67845,1,49,4,,1
67846,1,15,5,,1
67847,2,43,4,2,1
67848,1,66,1,,1
67849,2,0,5,,1
67850,2,64,4,,1
67851,2,5,3,,1
67852,1,15,5,,1
67853,1,37,4,,1
67854,1,80,5,,1
67855,1,58,5,,1
67856,2,0,4,,1
67857,2,25,5,2,1
67858,2,68,4,,1
67859,1,18,4,,1
67860,2,14,3,,1
67861,1,60,3,,1
67862,1,1,3,,1
67863,2,50,3,,1
67864,2,22,5,2,1
67865,1,59,5,,1
67866,2,60,4,,1
67867,2,11,2,,1
67868,2,13,1,,1
67869,2,4,2,,2
67870,2,20,5,2,1
67871,2,6,2,,1
67872,2,78,2,,2
67873,2,50,1,,2
67874,1,69,3,,1
67875,2,9,4,,1
67876,2,5,4,,1
67877,2,79,3,,1
67878,1,9,4,,1
67879,2,45,3,,1
67880,1,13,5,,1
67881,2,17,3,,1
67882,1,4,3,,1
67883,1,5,5,,1
67884,2,10,2,,2
67885,2,80,4,,1
67886,2,3,1,,1
67887,2,67,5,,1
67888,1,8,3,,1
67889,2,42,3,2,1
67890,2,7,1,,2
67891,2,29,5,2,1
67892,2,10,3,,1
67893,1,34,3,,1
67894,1,80,5,,1
67895,1,8,4,,1
67896,1,17,4,,1
67897,2,71,3,,1
67898,2,60,4,,1
67899,1,80,4,,1
67900,1,24,5,,1
67901,2,73,4,,1
67902,1,21,1,,2
67903,2,3,4,,1
67904,1,1,2,,1
67905,2,10,5,,1
67906,2,8,3,,1
67907,2,37,3,2,1
67908,1,28,3,,1
